000018,r_game_state,
000019,r_game_sub_state,
00001A,r_frame_Counter,
00001B,r_GFX_enabledFlag,
00001D,r_general_timer,
00001E,r_titleScreenTimerTillDemo,
00001F,r_fadeInTimer,
000020,r_PPU_Update_CurrentOffset,
000022,r_pause_Flag,
000024,r_bank_current,
000027,r_bank_prev,
000028,r_stage,
000029,r_stage_prev,
00002A,r_player_lifes,
00002B,r_secondQuestFlag,
00002C,r_score_UneUpTarget,
00002D,r_cam_XPos_SubPos,
00002E,r_cam_XPos_SubPosLo,
00002F,r_cam_XPos_SubPosHi,
000030,r_tsa_BlockCurrentColumn_00,
000031,r_tsa_BlockCounter,
000032,r_tsa_BlockCurrentColumn_01,
000035,r_tileSectionRightBorder,
000036,r_tileSectionLeftBorder,
000037,r_tileMap_1Address,
000039,r_tileMap_2Address,
00003B,r_tsa_refreshCutoff,
00003C,r_scroll_State,
00003D,r_scroll_Speed_Subpixel,
00003E,r_scroll_Speed,
00003F,r_player_yPosLow,
000040,r_player_xPosLow,
000041,r_player_xPosHi,
000042,r_lvl_timer_Lo,
000043,r_lvl_timer_Hi,
000044,r_player_HP_HUD_Show,
000045,r_player_HP_HUD_TRUE,
000046,r_lvlRoomNumber,
000047,r_player_hurtTimer,
000048,r_bossScreen_Flag,
000049,r_lvl_scrollSpeed_r,
00004A,r_music_ContinuityFlag,
00004B,r_temp_processing_ID,
00004C,r_temp_data00,
00004D,r_temp_data01,
00004E,r_temp_data02,
00004F,r_temp_data03,
000051,r_cam_scroll_Attribute_ref300,
000052,r_cam_scroll_Speed,
000053,r_cam_scroll_SpeedSub,
00005B,r_player_iFrameTimer,
00005F,r_player_hitBox_yPos,
000063,r_spawn_Counter,
000064,r_weapon_Multi,
00006D,r_spawnSlotToLoad,
00006F,r_randomValue,
000070,r_player_WhipLevel,
000071,r_player_HeartCount,
000072,r_player_SpecialDropCounter,
000073,r_player_WhipLength,
000074,r_player_WhipHeight,
000075,r_spawnZoneLeft, 
000076,r_spawnZoneRight,
000079,r_player_SubweaponDropCounter,
00007B,r_player_SpecialDropID,
00007D,r_player_potionTimer,
00007E,r_player_whip_upgrade_Timer,
00007F,r_snd_mute_SFX,
000080,r_snd_square_Wave_1_Duration,
000081,r_snd_square_Wave_1_Octave,
000082,r_snd_square_Wave_1_Track,
000083,r_snd_square_Wave_1_Note_AddressLo,
000084,r_snd_square_Wave_1_Note_AddressHi,
000085,r_snd_square_Wave_1_Volume_Envelope,
000087,r_snd_square_Wave_1_Volume_Write,
000088,r_snd_square_Wave_1_Halt,
000089,r_snd_square_Wave_1_Next_Duration,
00008A,r_snd_square_Wave_1_Timbre,
00008B,r_snd_square_Wave_1_Fade_Delay,
00008C,r_snd_square_Wave_1_Fade,
00008D,r_snd_square_Wave_1_Fade_Speed,
00008E,r_snd_square_Wave_1_Loop_AddressLo,
00008F,r_snd_square_Wave_1_Loop_AddressHi,
000090,r_snd_square_Wave_2_Duration,
000091,r_snd_square_Wave_2_Octave,
000092,r_snd_square_Wave_2_Track,
000093,r_snd_square_Wave_2_Note_AddressLo,
000094,r_snd_square_Wave_2_Note_AddressHi,
000095,r_snd_square_Wave_2_Volume_Envelope,
000097,r_snd_square_Wave_2_Volume_Write,
000098,r_snd_square_Wave_2_Halt,
000099,r_snd_square_Wave_2_NextDuration,
00009A,r_snd_square_Wave_2_Timbre,
00009B,r_snd_square_Wave_2_Fade_Delay,
00009C,r_snd_square_Wave_2_Fade,
00009D,r_snd_square_Wave_2_Fade_Speed,
00009E,r_snd_square_Wave_2_Loop_AddressLo,
00009F,r_snd_square_Wave_2_Loop_AddressHi,
0000A0,r_snd_triangle_Wave_Duration,
0000A1,r_snd_triangle_Wave_Octave,
0000A2,r_snd_triangle_Wave_Track,
0000A3,r_snd_triangle_Wave_Note_AddressLo,
0000A4,r_snd_triangle_Wave_Note_AddressHi,
0000A5,r_snd_triangle_Wave_Linear_Counter,
0000A7,r_snd_audio_Timer_Low_copy1,
0000A9,r_snd_triangle_Wave_NextDuration,
0000AB,r_snd_audioChannel_Index,
0000AC,r_snd_audioChannel_Offset,
0000AE,r_snd_triangle_Wave_Loop_AddressLo,
0000AF,r_snd_triangle_Wave_Loop_AddressHi,
0000B0,r_snd_noiseDuration,
0000B1,r_snd_noiseOctave,
0000B2,r_snd_noiseTrack,
0000B3,r_snd_noiseNoteAddressLo,
0000B4,r_snd_noiseNoteAddressHi,
0000B7,r_snd_noiseVolume,
0000B8,r_snd_audioTimerLowCopy2,
0000BA,r_snd_workingNoteAddressAllLo,
0000BB,r_snd_workingNoteAddressAllHi,
0000BC,r_snd_audio_TimerHi,
0000BD,r_snd_audio_TimerLow,
0000BE,r_snd_UpdatedNoteBackupAddressLo,
0000BF,r_snd_UpdatedNoteBackupAddressHi,
0000C0,r_snd_square_Wave1_SFX_Duration,
0000C1,r_snd_square_Wave1_SFX_Octave,
0000C2,r_snd_square_Wave1_SFX_Track,
0000C3,r_snd_square_Wave1_SFX_NoteAddressHi,
0000C4,r_snd_square_Wave1_SFX_NoteAddressLo,
0000C5,r_snd_square_Wave1_SFX_VolumeEnvelope,
0000C7,r_snd_square_Wave1_SFX_VolumeWrite,
0000C8,r_snd_square_Wave1_SFX_Halt,
0000C9,r_snd_square_Wave1_SFX_NextDuration,
0000CA,r_snd_square_Wave1_SFX_Timbre,
0000CB,r_snd_square_Wave1_SFX_FadeDelay,
0000CC,r_snd_square_Wave1_SFX_Fade,
0000CD,r_snd_square_Wave1_SFX_FadeSpeed,
0000CE,r_snd_square_Wave1_SFX_LoopAddressHi,
0000CF,r_snd_square_Wave1_SFX_LoopAddressLo,
0000D0,r_snd_square_Wave2_SFX_Duration,
0000D1,r_snd_square_Wave2_SFX_Octave,
0000D2,r_snd_square_Wave2_SFX_Track,
0000D3,r_snd_square_Wave2_SFX_NoteAddressLo,
0000D4,r_snd_square_Wave2_SFX_NoteAddressHi,
0000D5,r_snd_square_Wave2_SFX_VolumeEnvelope,
0000D7,r_snd_square_Wave2_SFX_VolumeWrite,
0000D8,r_snd_square_Wave2_SFX_Halt,
0000D9,r_snd_square_Wave2_SFX_NextDuration,
0000DA,r_snd_square_Wave2_SFX_Timbre,
0000DB,r_snd_square_Wave2_SFX_FadeDelay,
0000DC,r_snd_square_Wave2_SFX_Fade,
